,course_name,course_code,prerequisites_text,antirequisites_text,corequisites_text,precorequisites_text,prerequisites_link,antirequisites_link,corequisites_link,precorequisites_link,description,location,extra_info,weight,category
4575,CLINICAL APPLICATION: APPLYING ADVANCED CARE CONCEPTS,NURSING 4410A/B,"[{'text': 'Registration in Year 4 of the Western-Fanshawe Collaborative BScN or Compressed Time Frame BScN program.Corequisite:', 'isLink': False}, {'text': 'NURSING 4401W/X', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['NURSING 4401W/X'],[],[],[],"With a deeper understanding of the healthcare system and integrating principles of health equity, students will engage with clients and families experiencing health/illness challenges. Students will apply concepts learned through the program at an advanced level to work with clients and families as members within the interprofessional team.",Western Main Campus,"Clinical Practice, Pass/Fail.",0.5,NURSING
4576,NURSES AS LEADERS IN SYSTEM TRANSFORMATION,NURSING 4440A/B,"[{'text': 'Registration in Year 4 of the Western-Fanshawe Collaborative BScN program or Compressed Time Frame BScN program.', 'isLink': False}]",[],[],[],[],[],[],[],"Students analyze the role of nursing in shaping and influencing transformation across the healthcare system by focusing on contemporary issues in nursing, healthcare and health policy. The essential role of leadership in current and future nursing practice and healthcare change is explored.",Western Main Campus,3 lecture hours.,0.5,NURSING
4577,INTEGRATIVE PRACTICUM,NURSING 4461W/X,"[{'text': 'Registration in Year 4 of the Western-Fanshawe Collaborative BScN program or Compressed Time Frame BScN program.', 'isLink': False}]",[],[],[],[],[],[],[],"In this course students work with a preceptor to synthesize knowledge and experience gained throughout the program. Students will focus on gaining proficiency in evidence-informed practice, developing leadership skills and independence, and creating an individual philosophy of practice.",Western Main Campus,"Clinical Practice, Pass/Fail.",2.0,NURSING
4578,PATHOPHYSIOLOGY FOR NURSE PRACTITIONER,NURSING 4490Y,"[{'text': 'Registration in the Primary Health Care Nurse Practitioner Certificate program.', 'isLink': False}]",[],[],[],[],[],[],[],"A systems approach is used to examine concepts in pathophysiology as a basis for advanced nursing practice. A case study approach provides a comprehensive overview of the etiology, pathogenesis, and clinical manifestations of diseases in adults and children. Builds upon knowledge of normal anatomy and physiology across the lifespan.",Western Main Campus,3 hours.,0.5,NURSING
4579,NURSE PRACT ROLES AND RESPONSIBILITIE,NURSING 4491Y,"[{'text': 'Registration in the Primary Health Care Nurse Practitioner Certificate program.', 'isLink': False}]",[],[],[],[],[],[],[],"Examination of the roles and responsibilities of the primary care nurse practitioner, historical development, relationships with clients and other health providers, legal and ethical issues, scope of practice and functioning in interdisciplinary teams, primary health policy formulation and political strategies are addressed.",Western Main Campus,3 hours.,0.5,NURSING
4580,INTEGRATIVE PRACTICUM,NURSING 4497,"[{'text': 'Registration in the Primary Health Care Nurse Practitioner Certificate program.', 'isLink': False}]",[],[],[],[],[],[],[],"The final course in the program, builds upon knowledge and experience gained in previous courses and integrates theory with practice. Consists of concurrent seminars and practica, evaluated separately. Seminars use problem-based and case study methods. Practica in urban and rural health care settings are based upon student learning needs.",Western Main Campus,"6 hours seminar, 29 hours practice.",1.0,NURSING
4581,OPERATING ROOM NURSING,NURSING 4500W/X,"[{'text': 'Registration in Year 4 of the Western-Fanshawe Collaborative BScN program.', 'isLink': False}]","[{'text': 'NURSING 4140W/X', 'isLink': True}, {'text': 'from 2013-14 to 2015-16.', 'isLink': False}]",[],[],[],['NURSING 4140W/X'],[],[],"Explore the fundamental principles and practices of perioperative nursing. Students will learn to scrub, gown, glove, and mask using strict aseptic technique. Lab practice will include draping and skin preparation. Students will be introduced to the selection and use of surgical instruments, supplies, and equipment used in the surgical suite.",Western Main Campus,,1.0,NURSING
4582,FOUNDATIONS IN ONE HEALTH,ONEHEALT 3300A/B,"[{'text': 'BIOLOGY 1001A', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'BIOLOGY 1201A', 'isLink': True}, {'text': ';', 'isLink': False}, {'text': 'BIOLOGY 1002B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'BIOLOGY 1202B', 'isLink': True}, {'text': '; either', 'isLink': False}, {'text': 'BIOLOGY 2244A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'STATS 2244A/B', 'isLink': True}, {'text': '; and registration in third or fourth year of a BMSc or BSc degree.', 'isLink': False}]",[],[],[],"['STATS 2244A/B', 'BIOLOGY 1201A', 'BIOLOGY 1002B', 'BIOLOGY 2244A/B', 'BIOLOGY 1202B', 'BIOLOGY 1001A']",[],[],[],"The history, core concepts and foundational approaches fundamental to this multi-sectoral and collaborative discipline are presented in lectures and in-depth case studies of the three pillars of One Health (human health, animal health and environmental health).",Western Main Campus,3 lecture/seminar hours.,0.5,ONEHEALT
4583,ONE HEALTH IN ACTION,ONEHEALT 3600A/B,"[{'text': 'ONEHEALT 3300A/B', 'isLink': True}, {'text': 'with a minimum mark of 70%.', 'isLink': False}]",[],[],[],['ONEHEALT 3300A/B'],[],[],[],"Key research designs and methodologic approaches fundamental to the multi-sectoral and collaborative discipline of One Health are presented in both lectures and in-depth case studies. Topics include study design and methods, data surveillance systems, engaging stakeholders, and implementing the One Health approach into action and policy change.",Western Main Campus,3 lecture/seminar hours.,0.5,ONEHEALT
4584,"ANIMAL HEALTH, HUMAN HEALTH, AND COMPARATIVE PATHOLOGY",ONEHEALT 4100F/G,"[{'text': 'Enrolment in Year 4 of a module in IMS, Medical Bioinformatics, One Health, or Pathology.', 'isLink': False}]","[{'text': 'the former Medical Sciences 4100F/G.', 'isLink': False}]",[],[],[],[],[],[],"The One Health concept acknowledges the global interdependence of people, animals, and the environment. This course focuses on the animal component of One Health. Areas of exploration will include wildlife, livestock, and companion animals, in addition to the use of animals in research, and comparative human and animal pathology.",Western Main Campus,2 lecture hours.,0.5,ONEHEALT
4585,SELECTED TOPICS IN ONE HEALTH,ONEHEALT 4800A/B,"[{'text': 'Registration in either Year 4 of a BMSc degree or Year 4 and Major in One Health in Double Majors (Honours degree).', 'isLink': False}]",[],[],[],[],[],[],[],"Topic(s) will reflect an area of interest in One Health, and may vary each year.Prior to registration, check with the Department of Pathology and LaboratoryMedicine for the selected topic.",Western Main Campus,"2 lecture hours, 1 seminar hour.",0.5,ONEHEALT
4586,SEMINAR & RESEARCH PROJECT,ONEHEALT 4980E,"[{'text': 'PATHOL 3500', 'isLink': True}, {'text': 'with a mark of at least 70%; and registration in Year 4 of the Honours Specialization in One Health.', 'isLink': False}]","[{'text': 'PATHOL 4980E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],['PATHOL 3500'],['PATHOL 4980E'],[],[],"Includes: i) theory and practice of research techniques and appropriate use of experimental models, ii) an independent research project supervised by faculty, iii) oral and written communication skills, including the preparation of a research proposal and final written research project report.",Western Main Campus,10-15 laboratory/research hours per week plus 3 seminar hours per week.,1.5,ONEHEALT
4587,PATHOLOGY FOR NURSING STUDENTS,PATHOL 2420A,[],[],[],[],[],[],[],[],"A survey course providing an understanding of fundamental mechanisms of disease processes. The first half of the course presents pathogenesis of diseases common to all organ systems; the second half concentrates on disease in most of the major organ systems including cardiovascular, respiratory, gastrointestinal, genitourinary, nervous and musculoskeletal systems.",Western Main Campus,2 lecture hours/wk or equivalent online delivery with 1 tutorial hour/wk.  Enrollment limited to students in the Western BScN programs.,0.5,PATHOL
4588,INTRODUCTION TO HUMAN PATHOLOGY,PATHOL 3500,"[{'text': 'BIOCHEM 2280A', 'isLink': True}, {'text': ';', 'isLink': False}, {'text': 'BIOLOGY 2382A/B', 'isLink': True}, {'text': '.', 'isLink': False}]","[{'text': 'PATHOL 2420A', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],"['BIOCHEM 2280A', 'BIOLOGY 2382A/B']",['PATHOL 2420A'],[],[],"An introduction to human pathology - the study of disease. Students will be introduced to general mechanisms of disease (e.g. inflammation, injury, neoplasia, disturbed hemodynamics). These general processes will be described and applied to specific diseases of organ systems.",Western Main Campus,2 lecture hours.,1.0,PATHOL
4589,MODERN APPROACHES IN BIOMEDICAL AND PATHOLOGY RESEARCH,PATHOL 3700F/G,"[{'text': 'BIOCHEM 2280A', 'isLink': True}, {'text': 'and registration in a BMSc degree.', 'isLink': False}]","[{'text': 'ANATCELL 3700F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],"[{'text': 'Pre-or Corequisite(s):', 'isLink': False}, {'text': 'PATHOL 3500', 'isLink': True}, {'text': ';', 'isLink': False}, {'text': 'PHYSIOL 3120', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': '.', 'isLink': False}]",['BIOCHEM 2280A'],['ANATCELL 3700F/G'],[],"['PATHOL 3500', 'PHYSIOL 3140A', 'PHYSIOL 3120']","The focus is on the various research approaches, disease models, experimental designs, and analytical methods used to study and evaluate human disease. The course will use contemporary learning tools and a variety of evaluation and assessment methods. Examples will be taken from major diseases such as cancer and neurodegenerative disorders.",Western Main Campus,3 lecture/tutorial hours per week.Cross-listed with Anatomy and Cell Biology 3700F/G.,0.5,PATHOL
4590,CURRENT CONCEPTS IN THE PATHOGENESIS OF HUMAN DISEASES,PATHOL 4200A/B,"[{'text': 'PATHOL 3500', 'isLink': True}, {'text': 'with a mark of at least 70%.', 'isLink': False}]",[],[],[],['PATHOL 3500'],[],[],[],"This course will cover current concepts in the molecular and cellular pathogenesis of selected human diseases. These will include endocrine, metabolic, neuropsychiatric, renal, cardiac and neoplastic diseases, with emphasis on defects in genes and/or the levels of hormones or growth factor receptors, cellular organelles, intracellular signaling pathways, and cellular metabolism.",Western Main Campus,2 lecture hours.,0.5,PATHOL
4591,ENVIRONMENTAL PATHOLOGY,PATHOL 4400A/B,"[{'text': 'PATHOL 3500', 'isLink': True}, {'text': 'with a mark of at least 70%.', 'isLink': False}]",[],[],[],['PATHOL 3500'],[],[],[],"The pathology of occupational and environmental diseases, including information on recent developments and basic mechanisms involved in these diseases. Recognition of occupational and environmental diseases, early diagnosis, mechanisms of cell injury and regeneration, and the effects of a wide variety of toxic drugs, chemicals and UV and ionizing radiation are included.",Western Main Campus,2 lecture hours.,0.5,PATHOL
4592,ADVANCED CLINICAL HISTOLOGY,PATHOL 4425A/B,"[{'text': 'A minimum mark of 70% in either', 'isLink': False}, {'text': 'ANATCELL 3309', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PATHOL 3500', 'isLink': True}, {'text': '.', 'isLink': False}]","[{'text': 'ANATCELL 4425A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],"['PATHOL 3500', 'ANATCELL 3309']",['ANATCELL 4425A/B'],[],[],This course focuses on the microscopic evaluation and interpretation of tissue sections obtained from humans and animals. Lectures and laboratory sessions will examine select histology specimens obtained from healthy tissue/organs and from humans and animal models of disease.,Western Main Campus,"2 lecture hours, 2 laboratory hours.  Cross-listed with Anatomy and Cell Biology 4425A/B.",0.5,PATHOL
4593,MOLECULAR GENETICS OF HUMAN CANCER,PATHOL 4450A,"[{'text': 'BIOLOGY 2581A/B', 'isLink': True}, {'text': '; and either', 'isLink': False}, {'text': 'PATHOL 3500', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'BIOCHEM 3381A', 'isLink': True}, {'text': '.', 'isLink': False}]","[{'text': 'BIOCHEM 4450A', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],"['PATHOL 3500', 'BIOLOGY 2581A/B', 'BIOCHEM 3381A']",['BIOCHEM 4450A'],[],[],Mutation of specific human genes subverts normal cellular physiology creating characteristic alterations called ‘hallmarks’ that fuel the development of cancer. The underlying processes that alter cellular pathways and gene function will be discussed. Cancer models and molecular therapies will be related to the cancer hallmarks.,Western Main Campus,2 lecture hours.Cross-listed with Biochemistry 4450A.,0.5,PATHOL
4594,INTRODUCTION TO FORENSIC SCIENCES,PATHOL 4500B,"[{'text': 'PATHOL 3500', 'isLink': True}, {'text': 'with a mark of at least 70%.', 'isLink': False}]",[],[],[],['PATHOL 3500'],[],[],[],"Examination of the medicolegal framework investigating the nature and circumstance of certain deaths. These forensic investigations involve experts in different disciplines assisting the coroner and police in resolving cases. Forensic pathology examines the effects of disease, particularly in sudden death, and effects of various external agents on the human body.",Western Main Campus,2 lecture hours.,0.5,PATHOL
4595,SEMINAR AND RESEARCH PROJECT,PATHOL 4980E,"[{'text': 'PATHOL 3500', 'isLink': True}, {'text': 'with a mark of at least 70%; and one of the following: (', 'isLink': False}, {'text': 'PHARM 3620', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHYSIOL 3120', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'and registration in Year 4 of the Honours Specialization in Pathology), (', 'isLink': False}, {'text': 'MICROIMM 3610F', 'isLink': True}, {'text': 'and', 'isLink': False}, {'text': 'MICROIMM 3620G', 'isLink': True}, {'text': 'with marks of at least 70% in each and registration in Year 4 of an Honours Specialization in Microbiology and Immunology with Pathology), or (', 'isLink': False}, {'text': 'BIOCHEM 3380G', 'isLink': True}, {'text': 'with a mark of at least 70% and registration in Year 4 of an Honours Specialization in Biochemistry and Pathology of Human Disease).', 'isLink': False}]","[{'text': 'The former Pathology and Toxicology 4980E.', 'isLink': False}]",[],[],"['BIOCHEM 3380G', 'MICROIMM 3610F', 'MICROIMM 3620G', 'PHYSIOL 3120', 'PATHOL 3500', 'PHARM 3620']",[],[],[],"Includes: i) theory and practice of laboratory techniques, laboratory safety, appropriate use of experimental models, ii) an independent research project supervised by faculty, iii) oral and written communication skills, including the preparation of a research proposal and final written research project report.",Western Main Campus,Minimum 11 laboratory hours per week plus 1 seminar hour per week.,1.5,PATHOL
4596,PERSIAN (FARSI) FOR BEGINNERS,PERSIAN 1030,[],"[{'text': 'Grade 12U Persian (Farsi),', 'isLink': False}, {'text': ',', 'isLink': False}, {'text': 'PERSIAN 1035', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['PERSIAN 1035'],[],[],Introduction of oral and written Persian for students with little or no previous knowledge of the language. Develop your communicative skills while learning about the cultures of the Persian-speaking countries.,Western Main Campus,4 hours.,1.0,PERSIAN
4597,BEGINNER PERSIAN FOR HERITAGE SPEAKERS,PERSIAN 1035,[],"[{'text': 'Grade 12U Persian and', 'isLink': False}, {'text': 'PERSIAN 1030', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['PERSIAN 1030'],[],[],"For students with some background in Persian (heritage speakers), this course develops communicative skills, speaking, reading and writing in Persian. Students are enrolled on the basis of a placement test.",Western Main Campus,4 lecture hours.,1.0,PERSIAN
4598,INTERMEDIATE PERSIAN,PERSIAN 2200,[],[],[],[],[],[],[],[],"Combining grammar and communication, students will discuss, read and write about a variety of topics of interest. They will also explore the richness of Persian culture. Audiovisual materials including film and music will be used with short texts and stories.",Western Main Campus,4 hours.,1.0,PERSIAN
4599,INTRODUCTORY PHARMACOLOGY AND THERAPEUTICS,PHARM 2060A/B,[],"[{'text': 'PHARM 3620', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHYSPHRM 2000', 'isLink': True}, {'text': '.', 'isLink': False}]",[],"[{'text': 'Pre-or Corequisite(s):', 'isLink': False}, {'text': 'Registration in the BSc in Nursing.', 'isLink': False}]",[],"['PHARM 3620', 'PHYSPHRM 2000']",[],[],A course for students in the BSc in Nursing to provide a basic understanding of the fundamentals of drug action and the mechanisms of action and therapeutic use of the important classes of drugs.,Western Main Campus,1 tutorial hour (optional). Only offered online (Distance Studies). Restricted to students in the Bachelor of Science in Nursing.,0.5,PHARM
4600,HUMAN PHARMACOLOGY AND THERAPEUTIC PRINCIPLES,PHARM 3620,"[{'text': 'BIOCHEM 2280A', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'BIOLOGY 2382A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],"[{'text': 'Pre-or Corequisite(s):', 'isLink': False}, {'text': 'PHYSIOL 3120', 'isLink': True}, {'text': 'is strongly recommended.', 'isLink': False}]","['BIOCHEM 2280A', 'BIOLOGY 2382A/B']",[],[],['PHYSIOL 3120'],"A systems-based pharmacology course surveying the range of drugs used to treat disease processes affecting various organs of the body (e.g. cardiovascular disease, neurological diseases, etc.) with emphasis on drug targets, mechanisms of drug action, and adverse effects.",Western Main Campus,2 lecture hours.,1.0,PHARM
4601,CARDIOVASCULAR PHARMACOLOGY,PHARM 4320A/B,"[{'text': 'PHARM 3620', 'isLink': True}, {'text': 'and', 'isLink': False}, {'text': 'PHYSPHRM 3000E', 'isLink': True}, {'text': '; or', 'isLink': False}, {'text': 'PHYSIOL 3120', 'isLink': True}, {'text': '; or', 'isLink': False}, {'text': 'PHARM 3620', 'isLink': True}, {'text': 'and registration in Year 4 of a module in Pathology.', 'isLink': False}]",[],[],[],"['PHYSPHRM 3000E', 'PHARM 3620', 'PHYSIOL 3120']",[],[],[],Basic principles of cardiovascular pharmacology with particular emphasis on cellular mechanisms of drug action and mechanisms of therapeutic efficacy in disease states.,Western Main Campus,2 lecture hours.,0.5,PHARM
4602,GENE EXPRESSION PATHWAYS IN DRUG DISCOVERY,PHARM 4340A/B,"[{'text': 'BIOCHEM 2280A', 'isLink': True}, {'text': 'and registration in Year 4, or permission of the Department.', 'isLink': False}]",[],[],[],['BIOCHEM 2280A'],[],[],[],"This course explores how drugs and endogenous compounds mediate their biological effects through nuclear signalling pathways. The emphasis will be on aspects of gene regulation and signalling by nuclear hormone receptors -   a family of ligand dependent transcription factors essential for normal metabolism, development and reproduction.",Western Main Campus,2 lecture hours.,0.5,PHARM
4603,CLINICAL PHARMACOLOGY,PHARM 4350A/B,"[{'text': 'PHARM 3620', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['PHARM 3620'],[],[],[],"Clinical pharmacology is a scientific and medical discipline dedicated to the bench-to-bedside study of drug action through an in-depth knowledge of human pharmacology and therapeutics. This course in clinical pharmacology focuses on fundamental concepts highlighted with examples from clinical cases, therapeutic applications and relevance to drug discovery and development.",Western Main Campus,2 lecture hours.,0.5,PHARM
4604,MECHANISMS OF CANCER CHEMOTHERAPY,PHARM 4360A/B,"[{'text': 'PHARM 3620', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'or', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'or permission of the Department.', 'isLink': False}]",[],[],[],"['PHARM 3620', 'PHYSIOL 3140A']",[],[],[],"This course is designed to give students a basic understanding of the molecular pharmacology and therapeutic properties of anticancer agents. The focus is on molecular mechanisms of cancer chemotherapy, and will include drug resistance and the roles of receptor kinases and G protein-coupled receptors in existing and novel cancer therapies.",Western Main Campus,2 lecture hours.,0.5,PHARM
4605,THE PHARMACOLOGY OF DRUGS OF ABUSE,PHARM 4370A/B,"[{'text': 'PHARM 3620', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PHARM 3620', 'PHYSIOL 3140A']",[],[],[],"This course will cover the pharmacological and pathophysiological effects of non-medicinal drug use including mechanisms of action, tolerance and addiction, long-term effects, side effects and toxicity, treatment of addictions and overdoses. Pharmacokinetics will also be examined including routes of administration, activation, deactivation, elimination, and drug-drug interactions.",Western Main Campus,Blended course. 3 hours (lecture or equivalent online delivery plus in-person discussion).,0.5,PHARM
4606,NEUROPHARMACOLOGY,PHARM 4380A/B,"[{'text': 'PHARM 3620', 'isLink': True}, {'text': ';', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': '; or permission of the Department.', 'isLink': False}]",[],[],[],"['PHARM 3620', 'PHYSIOL 3140A']",[],[],[],"This course will focus on the cellular and molecular mechanisms underlying the actions of drugs on the central and peripheral nervous systems. The focus will be on recent developments in the field of neuroscience and their impact on our understanding of the actions, and development of, new drugs.",Western Main Campus,2 lecture hours.,0.5,PHARM
4607,PHARMACOLOGY AND TOXICOLOGY OF NATURAL SOURCED MEDICINES,PHARM 4430A/B,"[{'text': 'PHARM 3620', 'isLink': True}, {'text': 'or permission of the Department.', 'isLink': False}]",[],[],[],['PHARM 3620'],[],[],[],"Contemporary use of medicines derived from natural sources. Regulatory aspects of their use and the scientific basis for assessment of efficacy, quality, and safety of these products will be discussed. The mechanism(s) of beneficial and harmful effects of selected natural health products, including herb-drug interactions, will be included.",Western Main Campus,"2 lecture hours per week, 1 tutorial hour.",0.5,PHARM
4608,FROM GENES TO THERAPIES:  TARGETED STRATEGIES IN MEDICINE,PHARM 4540A/B,"[{'text': 'PHYSIOL 3120', 'isLink': True}, {'text': ';', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'BIOLOGY 3316A/B', 'isLink': True}, {'text': ';', 'isLink': False}, {'text': 'PHARM 3620', 'isLink': True}, {'text': '; or permission of the Department.', 'isLink': False}]",[],[],[],"['PHARM 3620', 'PHYSIOL 3140A', 'PHYSIOL 3120', 'BIOLOGY 3316A/B']",[],[],[],"An examination of how mechanisms that regulate cell proliferation affect normal tissue repair and cause abnormalities, such as tumour formation and poor regeneration after injury. The course explores the basic molecular and cellular processes of relevant human disorders and the clinically useful pharmacological and regenerative medical therapies.",Western Main Campus,2.0 lecture hours.,0.5,PHARM
4609,MOLECULAR AND STRUCTURAL BASIS OF DRUG ACTION,PHARM 4620A/B,"[{'text': 'One of', 'isLink': False}, {'text': 'BIOCHEM 3381A', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHARM 3620', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'or', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}]",[],[],[],"['BIOCHEM 3381A', 'PHARM 3620', 'PHYSIOL 3140A']",[],[],[],"Drugs are designed to act on protein targets such as receptors, channels, exchangers and enzymes. This course explores the structures of these major targets and discusses how drugs are designed to treat dysfunction of the associated cell signaling pathways.",Western Main Campus,2 lecture hours.,0.5,PHARM
4610,HUMAN TOXICOLOGY,PHARM 4660A/B,"[{'text': 'PHARM 3620', 'isLink': True}, {'text': 'or permission of the Department.', 'isLink': False}]",[],[],[],['PHARM 3620'],[],[],[],"A course dealing with the pharmacological and toxicological principles underlying the adverse effects of xenobiotics in humans. In addition to reviewing mechanisms of toxicity in humans, the course will include overviews of the principles of management of human poisoning, the principles of chronic toxicity and of drug safety in humans.",Western Main Campus,2 lecture hours.,0.5,PHARM
4611,INTRODUCTION TO PHILOSOPHY & CRITICAL THINKING,PHILOSOP 1000E,"[{'text': ""Registration restricted to Scholar's Elective students."", 'isLink': False}]","[{'text': 'PHILOSOP 1100E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1200', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1300E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PHILOSOP 1100E', 'PHILOSOP 1300E', 'PHILOSOP 1200']",[],[],"A survey of philosophical problems, with reference to both classical and contemporary philosophers. Topics include the mind/body problem, the existence of God, perception and matter, freedom and determinism. Basic principles of reasoning and critical thinking will be introduced to enhance the student's ability to evaluate the various forms of reasoning.",Brescia,"3 lecture hours, 1 tutorial hour biweekly.",1.0,PHILOSOP
4612,INTRODUCTION TO PHILOSOPHY,PHILOSOP 1020,[],"[{'text': 'PHILOSOP 1000E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1022E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1100E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1250F/G', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1300E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1350F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PHILOSOP 1000E', 'PHILOSOP 1022E', 'PHILOSOP 1250F/G', 'PHILOSOP 1300E', 'PHILOSOP 1100E', 'PHILOSOP 1350F/G']",[],[],"What is real? Is knowledge possible? What do we owe to each other? This non-essay course examines attempts by historical and contemporary philosophers to argue in favour of answers to these and other, similar questions. A weekly tutorial hour will help students to develop skills of analysis, argument, and expression.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",1.0,PHILOSOP
4613,ADVANCED INTRODUCTION TO PHILOSOPHY,PHILOSOP 1022E,[],"[{'text': 'PHILOSOP 1000E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1020', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1100E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1250F/G', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1300E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1350F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PHILOSOP 1000E', 'PHILOSOP 1020', 'PHILOSOP 1250F/G', 'PHILOSOP 1300E', 'PHILOSOP 1100E', 'PHILOSOP 1350F/G']",[],[],"Questions about knowledge and reality, mind and body, morality and justice, truth and beauty,sex and gender, God's existence and attributes, and rationality and philosophical paradoxes are explored in this course designed for students with some acquaintance with philosophy who wish to further develop their analytic and expressive skills.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",1.0,PHILOSOP
4614,UNDERSTANDING SCIENCE: HOW SCIENCE RELATES TO THE NATURAL AND SOCIAL WORLD,PHILOSOP 1030A/B,[],[],[],[],[],[],[],[],This non-essay course introduces conceptual issues about science: What distinguishes science from non-science? Are there limits to what science can or should explain? What does science tell us about reality? What is the relationship between science and religion? What is the role and value of science in a democratic society?,Western Main Campus,3 hours.,0.5,PHILOSOP
4615,"ETHICS, LAW, AND POLITICS",PHILOSOP 1040F/G,[],[],[],[],[],[],[],[],"Many problems faced by individuals and societies lie at the intersection of ethics, law, and politics. This course will consider issues that can be analyzed along ethical, legal, and/or political lines, with a focus on understanding the differences between moral, legal, and political arguments and solutions to contemporary societal problems.",Western Main Campus,3 hours.,0.5,PHILOSOP
4616,"NON-WESTERN ""PHILOSOPHIES""",PHILOSOP 1050F/G,[],[],[],[],[],[],[],[],"This course investigates non-European ways of thinking “philosophically.” Students will study African oral traditions, Central-Asian, Chinese, Japanese, and Indigenous traditions by looking at their approach to fundamental questions: what is the human being? What is nature and what is our relation to it? What is knowledge and what is happiness?",King's,3 hours.,0.5,PHILOSOP
4617,PHILOSOPHY FROM ANTIQUITY TO THE 20TH CENTURY,PHILOSOP 1100E,[],[],[],[],[],[],[],[],"A study of selected works by great philosophers from Socrates to the present. Stress will be laid on the systematic unity of the thought of individual philosophers, and on the influence their ideas had on their followers and on the thought of the present day.",Western Main Campus,3 lecture hours.,1.0,PHILOSOP
4618,"POWER, SOCIAL POLITICS, AND CULTURE",PHILOSOP 1120F/G,[],[],[],[],[],[],[],[],"An introduction to the key social, political, and legal structures and ideas that shape our contemporary culture and worlds. Students explore complex, often-hidden social and political concepts and organizational practices that prescribe modes of behaviour, human interactions, and material modes of production.",King's,3 lecture hours.,0.5,PHILOSOP
4619,BIG IDEAS,PHILOSOP 1130F/G,[],[],[],[],[],[],[],[],"Apparently simple conceptions sometimes especially capture our imagination. Examples: Descartes's ""I think, therefore I am,"" McLuhan's ""the medium is the message,"" or Plato's theory of forms. The course examines a great number of these simple ideas that are also the Big Ideas that no educated person should be ignorant of.",Western Main Campus,3 hours.,0.5,PHILOSOP
